titulo,autor,interprete,tom,letra,cifra,link_referencia,observacao
SOPRA EM MEU JARDIM,Comunidade Católica Shalom,Comunidade Católica Shalom,C,https://www.cifraclub.com.br/comunidade-catolica-shalom/sopra-em-meu-jardim/,https://www.cifraclub.com.br/comunidade-catolica-shalom/sopra-em-meu-jardim/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Sopra+em+Meu+Jardim,Pós-comunhão / oração / ação de graças
SOU DE DEUS,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/sou-de-deus/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/sou-de-deus/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Sou+de+Deus,Pós-comunhão / oração / ação de graças
SOU SÓ TEU,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/sou-so-teu/,https://www.cifraclub.com.br/davidson-silva/sou-so-teu/,https://www.youtube.com/results?search_query=Davidson+Silva+Sou+Só+Teu,Pós-comunhão / oração / ação de graças
SUFICIENTE PARA MIM,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/suficiente-para-mim/,https://www.cifraclub.com.br/missionario-shalom/suficiente-para-mim/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Suficiente+Para+Mim,Pós-comunhão / oração / ação de graças
"SUSCITAI, Ó SENHOR DEUS",Fr. Joel Postma,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=S6MSn1NN0po,Apresentação das oferendas / Pentecostes
SÃO FILHOS DE DEUS,Reginaldo Veloso; José Américo Lacerda Jr.; Geraldo Leite Bastos,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=v-hSpzp-na8,"Comunhão / Santíssima Trindade / Gl 4,6"
SÓ ADORAR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/so-adorar/,https://www.cifraclub.com.br/comunidade-catolica-shalom/so-adorar/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Só+Adorar,Adoração
SÓ EM TI,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/so-em-ti/,https://www.cifraclub.com.br/adriana/so-em-ti/,https://www.youtube.com/results?search_query=Adriana+Arydes+Só+em+Ti,Pós-comunhão / oração / ação de graças
"SÓ POR TI, JESUS",Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/so-por-ti-jesus/,https://www.cifraclub.com.br/davidson-silva/so-por-ti-jesus/,"https://www.youtube.com/results?search_query=Davidson+Silva+Só+Por+Ti,+Jesus",Pós-comunhão / oração / ação de graças
SÓ QUERO A TI,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/so-quero-a-ti/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/so-quero-a-ti/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Só+Quero+a+Ti,Pós-comunhão / oração / ação de graças
SÓ TU ÉS SANTO,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/so-tu-es-santo/,https://www.cifraclub.com.br/comunidade-catolica-shalom/so-tu-es-santo/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Só+Tu+És+Santo,Santo
SÓLO TU,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/solo-tu/,https://www.cifraclub.com.br/davidson-silva/solo-tu/,https://www.youtube.com/results?search_query=Davidson+Silva+Sólo+Tu,Pós-comunhão / oração / ação de graças
SÚPLICA AO ESPÍRITO SANTO,Frei Luiz Turra,Frei Luiz Turra,"","","",https://www.youtube.com/watch?v=fOKcVXWNszE,Pentecostes / súplica ao Espírito Santo
TANTO DEUS AMOU O MUNDO,"Pe. José Weber, SVD","Pe. José Weber, SVD","","","","","Comunhão / Exaltação da Santa Cruz / Jo 3,16"
TE ENCONTRAREI,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/te-encontrarei/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/te-encontrarei/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Te+Encontrarei,Pós-comunhão / oração / ação de graças
"TENDE COMPAIXÃO DE NÓS, SENHOR",Missal Romano; Frei José Luiz Prim OFM,CNBB - Setor Música Litúrgica,C,"","","",Ato penitencial / 2ª fórmula / Quaresma
TENDE PIEDADE,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/tende-piedade/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/tende-piedade/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Tende+Piedade,Ato penitencial
TESOURO E HERANÇA,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/tesouro-e-heranca/,https://www.cifraclub.com.br/comunidade-catolica-shalom/tesouro-e-heranca/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Tesouro+e+Herança,Pós-comunhão / oração / ação de graças
TEU ABRAÇO,Frei Gilson,Frei Gilson,B,https://www.cifraclub.com.br/frei-gilson/teu-abraco/,https://www.cifraclub.com.br/frei-gilson/teu-abraco/,https://www.youtube.com/results?search_query=Frei+Gilson+TEU+ABRA%C3%87O,Consolo / amor de Deus
TEU AMOR,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/teu-amor/,https://www.cifraclub.com.br/adriana/teu-amor/,https://www.youtube.com/results?search_query=Adriana+Arydes+Teu+Amor,Pós-comunhão / oração / ação de graças
TEU AMOR ME SUSTENTARÁ,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/teu-amor-me-sustentara/,https://www.cifraclub.com.br/missionario-shalom/teu-amor-me-sustentara/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Teu+Amor+Me+Sustentará,Pós-comunhão / oração / ação de graças
TODA ADORAÇÃO,Gustavo Osterno; Pedro Ivo; Guilherme Pontes; Keciane Lima,Comunidade Católica Shalom,G,https://www.cifraclub.com.br/comunidade-catolica-shalom/toda-adoracao/,https://www.cifraclub.com.br/comunidade-catolica-shalom/toda-adoracao/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+TODA+ADORA%C3%87%C3%83O,Pós-comunhão / adoração e louvor
TODO DIA,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/todo-dia/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/todo-dia/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Todo+Dia,Pós-comunhão / oração / ação de graças
TODO O QUE VIVE E CRÊ EM MIM,"Pe. José Weber, SVD","Pe. José Weber, SVD","","","","","Comunhão / Exaltação da Santa Cruz / Jo 11,26"
TODO TEU,Ministério Missionário Shalom,Ministério Missionário Shalom,D,https://www.cifraclub.com.br/missionario-shalom/todo-teu/,https://www.cifraclub.com.br/missionario-shalom/todo-teu/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Todo+Teu,Pós-comunhão / oração / ação de graças
TODOS FICARAM CHEIOS,Frei Wanderson Freitas,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=_gEnacvnn5Y,Pentecostes / Comunhão
TODOS FICARAM CHEIOS DO ESPÍRITO SANTO,"Frei Joel Postma, OFM",CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=qDXYr0efhaA,Pentecostes / Comunhão
TODOS OS MOTIVOS,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/todos-os-motivos/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/todos-os-motivos/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Todos+Os+Motivos,Pós-comunhão / oração / ação de graças
TOMÉ,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/tome/,https://www.cifraclub.com.br/davidson-silva/tome/,https://www.youtube.com/results?search_query=Davidson+Silva+Tomé,Pós-comunhão / oração / ação de graças
TOTUS TUUS,Comunidade Católica Shalom,Comunidade Católica Shalom,"","","",https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+TOTUS+TUUS,Mariana / consagração a Nossa Senhora
TU ÉS A VIDA,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/tu-es-a-vida/,https://www.cifraclub.com.br/davidson-silva/tu-es-a-vida/,https://www.youtube.com/results?search_query=Davidson+Silva+Tu+És+a+Vida,Pós-comunhão / oração / ação de graças
TU ÉS O CENTRO,Frei Gilson,Frei Gilson,F,https://www.letras.mus.br/frei-gilson/3259766/,https://www.cifraclub.com.br/frei-gilson/tu-es-o-centro/,https://www.youtube.com/watch?v=FURNjcDNVd4,Adoração
TU ÉS REI,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/tu-es-rei/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/tu-es-rei/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Tu+És+Rei,Pós-comunhão / oração / ação de graças
TUA PALAVRA,Comunidade Católica Shalom,Comunidade Católica Shalom,D,https://www.cifraclub.com.br/comunidade-catolica-shalom/tua-palavra/,https://www.cifraclub.com.br/comunidade-catolica-shalom/tua-palavra/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Tua+Palavra,Aclamação / Palavra
"TUDO O QUE É DO PAI, TAMBÉM É MEU","Pe. José Weber, SVD","Pe. José Weber, SVD","","","",https://www.youtube.com/watch?v=8LbG53_aVLw,"Comunhão / Santíssima Trindade / Jo 16,15"
TUDO POSSO,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/tudo-posso/,https://www.cifraclub.com.br/adriana/tudo-posso/,https://www.youtube.com/results?search_query=Adriana+Arydes+Tudo+Posso,Pós-comunhão / oração / ação de graças
TUDO É DO PAI,Padre Fábio de Melo,Padre Fábio de Melo,"",https://www.cifraclub.com.br/pe-fabio-de-melo/tudo-e-do-pai/,https://www.cifraclub.com.br/pe-fabio-de-melo/tudo-e-do-pai/,https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Tudo+É+do+Pai,Pós-comunhão / oração / ação de graças
TÃO DENTRO DE MIM,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/tao-dentro-de-mim/,https://www.cifraclub.com.br/davidson-silva/tao-dentro-de-mim/,https://www.youtube.com/results?search_query=Davidson+Silva+Tão+Dentro+de+Mim,Pós-comunhão / oração / ação de graças
TÚ ÉS O TUDO,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/tu-es-o-tudo/,https://www.cifraclub.com.br/davidson-silva/tu-es-o-tudo/,https://www.youtube.com/results?search_query=Davidson+Silva+Tú+És+o+Tudo,Pós-comunhão / oração / ação de graças
UM CERTO GALILEU - MARIA DE NAZARÉ,"Pe. Zezinho, SCJ",Padre Zezinho,"","","",https://www.youtube.com/results?search_query=Padre+Zezinho+UM+CERTO+GALILEU+-+MARIA+DE+NAZAR%C3%89,Mariana / contemplação de Maria de Nazaré
UM CORAÇÃO PARA AMAR,"Pe. Zezinho, SCJ",Padre Zezinho,G,https://www.cifraclub.com.br/padre-zezinho/um-coracao-para-amar/,https://www.cifraclub.com.br/padre-zezinho/um-coracao-para-amar/,"",Apresentação das oferendas / Oferta do coração e da vida
UM CÁLICE FOI LEVANTADO,Reginaldo Veloso,Reginaldo Veloso,"","","",https://www.youtube.com/watch?v=1rRKBzmG0xI,Comunhão / cálice e ação de graças / Hinário Litúrgico da CNBB
UM MENINO NASCEU PARA NÓS,"","","","","","",Entrada / Natal - Missa do Dia
UM SÓ CORPO,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/um-so-corpo/,https://www.cifraclub.com.br/comunidade-catolica-shalom/um-so-corpo/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Um+Só+Corpo,Pós-comunhão / oração / ação de graças
UMA REVOLUÇÃO,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/uma-revolucao/,https://www.cifraclub.com.br/missionario-shalom/uma-revolucao/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Uma+Revolução,Envio / encerramento
VAMOS CELEBRAR,Carlos Eduardo Da Silva; Maria Eduarda Nascimento Vieira Da Cunha; Pitter Di Laura,Ministério Amor e Adoração,E,https://www.letras.mus.br/ministerio-amor-e-adoracao/1882954/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vamos-celebrar/,https://www.youtube.com/watch?v=ikE9eCKZshs,Canto de entrada/louvor
VAMOS TODOS LOUVAR JUNTOS,São Tomás de Aquino; Missal Romano; música: Ir. Míria T. Kolling,Ir. Míria T. Kolling,"","","",https://www.youtube.com/watch?v=2wXJeC2O9AQ,Louvor final / Corpus Christi / adoração e procissão
VAMOS TODOS LOUVAR JUNTOS - FREI TELLES,"São Tomás de Aquino; Missal Romano; música: Frei Telles Ramon, O. de M.","Frei Telles Ramon, O. de M.","","","",https://www.youtube.com/watch?v=VdWDDJ2MWzo,Louvor final / Corpus Christi / adoração e procissão
VEM E NÃO DEMORES,Estevão Bruyland,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=J4tr5vjOenw,Pentecostes / súplica ao Espírito Santo
VEM ESPÍRITO DE DEUS,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/vem-espirito-de-deus/,https://www.cifraclub.com.br/cancao-nova/vem-espirito-de-deus/,https://www.youtube.com/results?search_query=Canção+Nova+Vem+Espírito+de+Deus,Invocação ao Espírito Santo
VEM ESPÍRITO SANTO,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/vem-espirito-santo/,https://www.cifraclub.com.br/davidson-silva/vem-espirito-santo/,https://www.youtube.com/results?search_query=Davidson+Silva+Vem+Espírito+Santo,Santo
VEM NOS VISITAR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-nos-visitar/,https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-nos-visitar/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Vem+nos+Visitar,Pós-comunhão / oração / ação de graças
VEM QUEIMAR O NOSSO CORAÇÃO,Frei Gilson,Frei Gilson,C,https://www.letras.mus.br/frei-gilson/3143219/,https://www.cifraclub.com.br/frei-gilson/vem-queimar-o-nosso-coracao/,"",Invocação ao Espírito Santo
VEM SANTÍSSIMA TRINDADE,José Acácio,José Acácio,"","","",https://www.youtube.com/watch?v=B9JYvqMVnC8,Entrada / Santíssima Trindade
VEM SENHOR,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/vem-senhor/,https://www.cifraclub.com.br/adriana/vem-senhor/,https://www.youtube.com/results?search_query=Adriana+Arydes+Vem+Senhor,Pós-comunhão / oração / ação de graças
"VEM, ESPÍRITO DE AMOR",Ministério Amor e Adoração,Ministério Amor e Adoração,"","","",https://www.youtube.com/results?search_query=Minist%C3%A9rio+Amor+e+Adora%C3%A7%C3%A3o+VEM%2C+ESP%C3%8DRITO+DE+AMOR,Invocação ao Espírito Santo / amor de Deus
"VEM, ESPÍRITO DE DEUS",Repertório católico,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VEM%2C+ESP%C3%8DRITO+DE+DEUS,Invocação ao Espírito Santo
"VEM, ESPÍRITO DE LUZ",André Zamur; Pe. Lúcio Floro,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=QKUQ-XR4MsU,Canto final / Pentecostes
"VEM, ESPÍRITO SANTO",Renato Borges Neto; Kito Moura,Comunidade Católica Shalom,F#,https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-espirito-santo/,https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-espirito-santo/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+VEM%2C+ESP%C3%8DRITO+SANTO,Invocação ao Espírito Santo / oração e renovação
"VEM, ESPÍRITO SANTO, VEM",Repertório católico,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VEM%2C+ESP%C3%8DRITO+SANTO%2C+VEM,Invocação ao Espírito Santo
"VEM, ESPÍRITO SANTO, VEM!",D.R.,CNBB / Música Litúrgica,"","","",https://www.youtube.com/results?search_query=CNBB+%2F+M%C3%BAsica+Lit%C3%BArgica+VEM%2C+ESP%C3%8DRITO+SANTO%2C+VEM%21,Canto final / Pentecostes
VENHAM TODOS PARA A CEIA DO SENHOR,Dom Carlos A.,Dom Carlos A.,"","","","",Entrada / Corpus Christi
VENHO TE ADORAR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/venho-te-adorar/,https://www.cifraclub.com.br/comunidade-catolica-shalom/venho-te-adorar/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Venho+Te+Adorar,Adoração
VERBUM PANIS,Ministério Amor e Adoração,Ministério Amor e Adoração,Em,https://www.letras.mus.br/ministerio-amor-e-adoracao/1943039/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/verbum-panis/,"",Comunhão / Eucaristia
VIDA,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/vida/,https://www.cifraclub.com.br/adriana/vida/,https://www.youtube.com/results?search_query=Adriana+Arydes+Vida,Pós-comunhão / oração / ação de graças
VINDE TODOS ADOREMOS,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vinde-todos-adoremos/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vinde-todos-adoremos/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Vinde+Todos+Adoremos,Adoração
"VINDE, ESPÍRITO SANTO",Repertório católico tradicional,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VINDE%2C+ESP%C3%8DRITO+SANTO,Invocação ao Espírito Santo
"VINDE, ESPÍRITO SANTO, ENCHEI OS CORAÇÕES",Repertório católico tradicional,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VINDE%2C+ESP%C3%8DRITO+SANTO%2C+ENCHEI+OS+CORA%C3%87%C3%95ES,Invocação tradicional ao Espírito Santo
"VINDE, Ó ESPÍRITO SANTO",Sequência litúrgica / repertório católico,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VINDE%2C+%C3%93+ESP%C3%8DRITO+SANTO,Pentecostes / sequência e invocação
VINDES TODOS ADOREMOS,Ministério Amor e Adoração,Ministério Amor e Adoração,"","","",https://www.youtube.com/results?search_query=Minist%C3%A9rio+Amor+e+Adora%C3%A7%C3%A3o+VINDES+TODOS+ADOREMOS,Adoração / convite à adoração
VIVA A MÃE DE DEUS E NOSSA,Repertório católico tradicional,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VIVA+A+M%C3%83E+DE+DEUS+E+NOSSA,Mariana / Nossa Senhora Aparecida
"VIVA CRISTO, NA HÓSTIA SAGRADA",CNBB / Música Litúrgica,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=CgYUN2Ju-1Q,Louvor final / Corpus Christi / adoração
VIVER DE AMOR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-de-amor/,https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-de-amor/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Viver+de+Amor,Pós-comunhão / oração / ação de graças
VIVER E MORRER,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-e-morrer/,https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-e-morrer/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Viver+e+Morrer,Pós-comunhão / oração / ação de graças
VIVER PRA MIM É CRISTO,Padre Fábio de Melo,Padre Fábio de Melo,"",https://www.cifraclub.com.br/pe-fabio-de-melo/viver-pra-mim-e-cristo/,https://www.cifraclub.com.br/pe-fabio-de-melo/viver-pra-mim-e-cristo/,https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Viver+Pra+Mim+É+Cristo,Pós-comunhão / oração / ação de graças
VIVO DE MISERICÓRDIA,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/vivo-de-misericordia/,https://www.cifraclub.com.br/comunidade-catolica-shalom/vivo-de-misericordia/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Vivo+de+Misericórdia,Ato penitencial
"VOCÊS SÃO DE DEUS, FILHOS",Pe. Geraldo Leite,Pe. Geraldo Leite,"","","",https://www.youtube.com/watch?v=kQkLb16RyjY,Comunhão / Santíssima Trindade / Hinário Litúrgico da CNBB
VOLTEI,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/voltei/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/voltei/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Voltei,Pós-comunhão / oração / ação de graças
VOU CANTAR TEU AMOR,Padre Fábio de Melo,Padre Fábio de Melo,"",https://www.cifraclub.com.br/pe-fabio-de-melo/vou-cantar-teu-amor/,https://www.cifraclub.com.br/pe-fabio-de-melo/vou-cantar-teu-amor/,https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Vou+Cantar+Teu+Amor,Pós-comunhão / oração / ação de graças
VOU SUBIR MAIS ALTO,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vou-subir-mais-alto/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vou-subir-mais-alto/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Vou+Subir+Mais+Alto,Pós-comunhão / oração / ação de graças
VOU VOAR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/vou-voar/,https://www.cifraclub.com.br/comunidade-catolica-shalom/vou-voar/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Vou+Voar,Pós-comunhão / oração / ação de graças
VOU VOLTAR,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/vou-voltar/,https://www.cifraclub.com.br/davidson-silva/vou-voltar/,https://www.youtube.com/results?search_query=Davidson+Silva+Vou+Voltar,Pós-comunhão / oração / ação de graças
"VÓS SOIS DIGNO, SENHOR NOSSO DEUS","","","","","",https://www.youtube.com/watch?v=CUkN5uEQVo0,Entrada / Corpus Christi
"VÓS SOIS O CAMINHO, A VERDADE, A VIDA",Pe. A. Vigne,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=bW0aOJBPKtc,"Comunhão / Cristo caminho, verdade e vida"
VÓS TODAS AS OBRAS DO SENHOR,Joseph Gelineau,Joseph Gelineau,"","","","","Comunhão / Santos Arcanjos / Daniel 3,57-88"
À CASA DO PAI,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/a-casa-do-pai/,https://www.cifraclub.com.br/comunidade-catolica-shalom/a-casa-do-pai/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+À+Casa+do+Pai,Pós-comunhão / oração / ação de graças
É COMO A CHUVA QUE LAVA,Padre Zezinho,Padre Zezinho,"","","","",Entrada / Palavra de Deus
É GRANDE O SENHOR,"José Thomaz Filho; música: Frei Fabreti, OFM","Frei Fabreti, OFM","","","","",Apresentação das oferendas / Assunção de Nossa Senhora
É TEMPO DE CONVERSÃO,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/e-tempo-de-conversao/,https://www.cifraclub.com.br/cancao-nova/e-tempo-de-conversao/,https://www.youtube.com/results?search_query=Canção+Nova+É+Tempo+de+Conversão,Ato penitencial
ÉS A ESCOLHIDA,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-escolhida/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-escolhida/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+És+a+Escolhida,Mariana
ÉS A MINHA MÃE,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-minha-mae/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-minha-mae/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+És+a+Minha+Mãe,Mariana
ÉS A NOSSA VIDA,Ministério Missionário Shalom,Ministério Missionário Shalom,D,https://www.cifraclub.com.br/missionario-shalom/es-a-nossa-vida/,https://www.cifraclub.com.br/missionario-shalom/es-a-nossa-vida/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+És+a+Nossa+Vida,Pós-comunhão / oração / ação de graças
Ó DEUS VIVO,Pe. José Weber,Pe. José Weber,"","","",https://www.youtube.com/watch?v=fHWfyVu-pdo,Entrada / Santíssima Trindade
Ó MARIA CONCEBIDA SEM PECADO,Repertório católico tradicional,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+%C3%93+MARIA+CONCEBIDA+SEM+PECADO,Mariana / Imaculada Conceição
Ó PAI QUE PELO ESPÍRITO,"Frei Fabreti, OFM",CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=gOLwiuzlwoc,Apresentação das oferendas / Pentecostes
"Ó SENHOR, TENDE PIEDADE",Ministério Amor e Adoração,Ministério Amor e Adoração,D,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-senhor-tende-piedade/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-senhor-tende-piedade/,"",Ato penitencial
"Ó VEM, DIVINO CRIADOR",Jaci Maraschin,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=C7Svq83HlYE,Pentecostes / invocação ao Espírito Criador
